CODE,DESCRIPTION,UNIT,QUANTITY,CATEGORY
F1300010,MAPLE SYRUP VERTMONT (250ML),Bottles,2.000 ,F271 MIXERS & SWEETENERS
F2700094,ΣΙΡΟΠΙ ALMOND MONIN (1L),Bottles,0.500 ,F271 MIXERS & SWEETENERS
F2700172,ΣΙΡΟΠΙ CHERRY GIFFARD (1L),Bottles,1.000 ,F271 MIXERS & SWEETENERS
F2700136,ΣΙΡΟΠΙ CHOCOLATE MONIN (700ML),Bottles,0.570 ,F271 MIXERS & SWEETENERS
F2700062,ΣΙΡΟΠΙ ELDERFLOWER MONIN (700ML),Bottles,0.430 ,F271 MIXERS & SWEETENERS
F1300715,ΣΙΡΟΠΙ ΣΦΕΝΔΑΜΟΥ VERTMONT (1L),Bottles,6.000 ,F271 MIXERS & SWEETENERS
F2840038,RUM HAVANA SELECCION DE MAESTROS 40% (700ML),Bottles,1.000 ,F284 RUM
F2870007,METAXA 7* (700ML),Bottles,1.570 ,F287 BRANDY
F3000005,ΑΛΟΥΜΙΝΟΧΑΡΤΟ 30cm * 100m,Piece,6.000 ,F300 MISCELLANEOUS
F3000055,ΑΜΠΟΥΛΑ ΣΑΝΤΙΓΥ 10ΤΕΜ,Piece,16.000 ,F300 MISCELLANEOUS
F30001081,ΚΑΡΒΟΥΝΑ KASAI SUMI BINCHO SOUSVIDE TOOLS (10KG),Box,2.000 ,F300 MISCELLANEOUS
F3000584,ΚΑΡΒΟΥΝΟ ΜΠΡΙΚΕΤΑ Α',Kilogram,60.000 ,F300 MISCELLANEOUS
F3000356,ΛΑΜΑΡΙΝΑ ΑΛΟΥΜΙΝΙΟΥ,Piece,4.000 ,F300 MISCELLANEOUS
F30000751,ΟΔΟΝΤΟΓΛΥΦΙΔΑ COCKTAIL BABOO ΜΕΓΑΛΗ ΜΕ ΦΙΟΓΚΑΚΙ 12CM*200ΤΕΜ,Packet,7.000 ,F300 MISCELLANEOUS
F3000640,ΟΔΟΝΤΟΓΛΥΦΙΔΑ ΚΟΥΠΙ 15CM 100ΤΕΜ,Packet,4.000 ,F300 MISCELLANEOUS
F3000165,ΟΔΟΝΤΟΓΛΥΦΙΔΑ ΚΟΥΠΙ ΜΙΚΡΗ 12CM*200ΤΕΜ,Packet,25.000 ,F300 MISCELLANEOUS
F3000198,ΣΑΚΟΥΛΑ ΣΑΝΤΙΓΥ ΜΙΑΣ ΧΡΗΣΕΩΣ 55CM THERM (100ΤΕΜ),Packet,6.500 ,F300 MISCELLANEOUS
F3000194,ΣΠΑΓΓΟΣ ΚΟΥΒΑΡΙ,Piece,110.000 ,F300 MISCELLANEOUS
F3020269,ΒΑΣΗ ΤΟΥΡΤΑΣ ΧΑΡΤΙΝΗ ΣΤΡΟΓΓΥΛΗ Φ20,Kilogram,1.600 ,F302 PAPER ITEMS
F30200497,ΚΑΛΑΜΑΚΙΑ ΜΑΥΡΑ ΧΑΡΤΙΝΑ ΝΤΥΜΕΝΑ 1\1 FREDDO 18CM 500ΤΕΜ,Packet,0.500 ,F302 PAPER ITEMS
F30200852,ΚΟΥΤΙ ΠΑΣΤΑΣ ΧΑΡΤΙΝΟ ΛΕΥΚΟ ΝO 15 ΙΩΑΚΕΙΜΙΔΗΣ (25*25*8CM),Kilogram,10.000 ,F302 PAPER ITEMS
F3020192,ΠΑΝΙ ΠΟΛΛΑΠΛΗΣ ΧΡΗΣΗΣ ΧΑΡΤΙΝΟ TORK CHEF 60ΤΕΜ,Packet,3.900 ,F302 PAPER ITEMS
F3020393,ΡΙΖΟΧΑΡΤΟ ΚΑΦΕ ΕΙΔΙΚΗ ΔΙΑΣΤΑΣΗ,Kilogram,10.000 ,F302 PAPER ITEMS
F3020279,ΧΑΡΤΙ ΑΝΤΙΚΟΛΛΗΤΙΚΟ 40*60CM 500ΤΕΜ,Packet,3.500 ,F302 PAPER ITEMS
F30200763,ΧΑΡΤΙ ΚΟΥΖΙΝΑΣ ΓΙΑ ΤΟΝΟ SOFT GOH GOH 275MM*240MM (10*150ΤΕΜ),Packet,1.000 ,F302 PAPER ITEMS
F3000218,ΧΑΡΤΟΤΑΙΝΙΑ 50*50,Piece,21.000 ,F302 PAPER ITEMS
F3020087,"ΧΕΙΡΟΠΕΤΣΕΤΑ TORK REFLEX WIPING PAPER PLUS 2ΦΥΛΛΟ 150,8M (BARS) (ΕΝΤΟΣ)",Piece,105.000 ,F302 PAPER ITEMS
F30300493,ΑΥΤΟΚΟΛΛΗΤΕΣ ΘΕΡΜΙΚΕΣ ΕΤΙΚΕΤΕΣ 500 TEM 58*60CM ΡΟΛΟ,Packet,10.000 ,F303 PLASTIC ITEMS
F30300372,ΓΑΝΤΙΑ ΝΙΤΡΙΛΙΟΥ ΜΑΥΡΑ EXTRA LARGE 100ΤΕΜ,Packet,40.000 ,F303 PLASTIC ITEMS
F3030307,ΓΑΝΤΙΑ ΝΙΤΡΙΛΙΟΥ ΜΑΥΡΑ LARGE 100ΤΕΜ,Packet,49.000 ,F303 PLASTIC ITEMS
F30300364,ΓΑΝΤΙΑ ΝΙΤΡΙΛΙΟΥ ΜΑΥΡΑ ΜEDIUM 100ΤΕΜ,Packet,18.000 ,F303 PLASTIC ITEMS
F3030101,ΜΕΜΒΡΑΝΗ 30CM 200M,Piece,40.000 ,F303 PLASTIC ITEMS
F3030167,ΜΕΜΒΡΑΝΗ 43CM 200M,Piece,49.000 ,F303 PLASTIC ITEMS
F3030124,ΣΑΚΟΥΛA ΔΙΑΦΑΝΗΣ VACUUM ΔΙΑΦΟΡΑ ΜΕΓΕΘΗ,Kilogram,39.700 ,F303 PLASTIC ITEMS
F3030044,ΣΑΚΟΥΛΑ VACUUM 20*30CM,Kilogram,29.890 ,F303 PLASTIC ITEMS
F3030038,ΣΑΚΟΥΛΑ VACUUM 25*35CM,Kilogram,34.000 ,F303 PLASTIC ITEMS
F30300517,ΣΑΚΟΥΛΑ ΒΙΟΔΙΑΣΠΩΜΕΝΗ ΑΠΟΡΡΙΜΜΑΤΩΝ STRONG 80*110CM ΦΥΣΙΚΟ ΧΡΩΜΑ 25MIC VARIO (ΡΟΛΟ 20ΤΕΜ),Piece,57.000 ,F303 PLASTIC ITEMS
F30300516,ΣΑΚΟΥΛΑ ΒΙΟΔΙΑΣΠΩΜΕΝΗ ΟΡΓΑΝΙΚΩΝ ΑΠΟΡΡΙΜΜΑΤΩΝ STRONG 70*110CM ΑΠΑΛΟ ΠΡΑΣΙΝΟ 25MIC VARIO (ΡΟΛΟ 25ΤΕΜ),Piece,137.000 ,F303 PLASTIC ITEMS
F3030290,ΣΑΚΟΥΛΑ ΠΛΑΣΤΙΚΗ,Piece,3.000 ,F303 PLASTIC ITEMS
F31000376,ECOLAB MΠΟΥΚΑΛΑΚΙ ΓΙΑ ΠΡΟΪΟΝ KITCHEN PRO GREASELIFT (HOUSEKEEPING) 40003315,Bottles,10.000 ,F310 CLEANING TOOLS
F31000366,ECOLAB ΜΠΟΥΚΑΛΑΚΙ ΓΙΑ KITCHEN PRO DES 40003260,Bottles,10.000 ,F310 CLEANING TOOLS
F31000362,ECOLAB ΨΕΚΑΣΤΗΡΑΣ ΓΙΑ ΣΠΡΕΙ ΑΦΡΟΥ GREASELIFT 40003836,Piece,10.000 ,F310 CLEANING TOOLS
F31000671,ECOLAB ΨΕΚΑΣΤΗΡΑΣ ΠΡΑΣΙΝΟ ΑΣΠΡΟ 40003893,Piece,10.000 ,F310 CLEANING TOOLS
F3100327,VIKAN ΒΟΥΡΤΣΑ ΧΕΙΡΟΣ S 130MM ΣΚΛΗΡΗ ΜΠΛΕ,Piece,8.000 ,F310 CLEANING TOOLS
F31000630,"VIKAN ΚΟΝΤΑΡΙ 151CM Φ3,1CM ΜΠΛΕ ΑΛΟΥΜΙΝΙΟΥ (1ΤΕΜ)",Piece,5.000 ,F310 CLEANING TOOLS
F31000629,"VIKAN ΛΑΣΤΙΧΟ ΔΑΠΕΔΟΥ ΔΙΠΛΟ 40,5CM ΛΕΥΚΟ (1ΤΕΜ)",Piece,1.000 ,F310 CLEANING TOOLS
F31000669,VIKAN ΛΑΣΤΙΧΟ ΔΑΠΕΔΟΥ ΔΙΠΛΟ ΠΕΡΙΣΤΡΕΦΩΜΕΝΟ 60CM ΜΠΛΕ (1ΤΕΜ),Piece,6.000 ,F310 CLEANING TOOLS
F31000631,"VIKAN ΣΤΗΡΙΓΜΑ ΤΟΙΧΟΥ 5 ΘΕΣΕΩΝ 39,5CM ΜΑΥΡΟ (1ΤΕΜ)",Piece,2.000 ,F310 CLEANING TOOLS
F3100010,VILEDA ΕΚΤΟΣ ΚΕΦΑΛΗ ΜΑΠΑΣ ΣΦΟΥΓΓΑΡΙΣΜΑΤΟΣ,Piece,9.000 ,F310 CLEANING TOOLS
F3100012,VILEDA ΕΚΤΟΣ ΚΟΝΤΑΡΙ ΑΛΟΥΜΙΝΙΟΥ 150cm,Piece,2.000 ,F310 CLEANING TOOLS
F3100020,VILEDA ΕΚΤΟΣ ΚΟΝΤΑΡΙ ΣΚΟΥΠΑΣ ΙΤΑΛΙΚΟ ΠΑΣΟ ΓΚΡΙ,Piece,15.000 ,F310 CLEANING TOOLS
F3100321,VILEDA ΕΝΤΟΣ PVAMICRO MAX ΓΚΡΙ,Piece,30.000 ,F310 CLEANING TOOLS
F3100006,VILEDA ΕΝΤΟΣ ΒΟΥΡΤΣΑ ΤΡΙΨΙΜΑΤΟΣ ΔΑΠΕΔΟΥ 30cm,Piece,2.000 ,F310 CLEANING TOOLS
F3100282,VILEDA ΕΝΤΟΣ ΠΑΝΙ ΜΙΚΡΟΙΝΩΝ PVAMICRO ΜΠΛΕ,Piece,40.000 ,F310 CLEANING TOOLS
F3100199,VILEDA ΕΝΤΟΣ ΡΟΛΟ QUICK N DRY ΠΕΡΦΟΡΕ,Piece,14.000 ,F310 CLEANING TOOLS
F3100057,VILEDA ΕΝΤΟΣ ΣΚΟΥΠΑ ΜΑΛΑΚΗ OIKΟΝΟΜΙΚΗ,Piece,3.000 ,F310 CLEANING TOOLS
F3100221,VILEDA ΕΝΤΟΣ ΣΚΟΥΠΑ ΣΚΛΗΡΗ,Piece,8.000 ,F310 CLEANING TOOLS
F3100043,VILEDA ΕΝΤΟΣ ΣΠΟΓΓΟΣ ΕΠΑΓΓ/ΤΙΚΟΣ ΠΡΑΣΙΝΗ&ΜΠΕΖ ΦΙΜΠΡΑ 9*14cm,Piece,115.000 ,F310 CLEANING TOOLS
F3100025,VILEDA ΕΝΤΟΣ ΣΥΡΜΑΤΑΚΙ INOX (40G),Piece,120.000 ,F310 CLEANING TOOLS
F3100027,VILEDA ΕΝΤΟΣ ΦΑΡΑΣΙ LOBBY ΜΕ ΟΡΘΟΣΤΑΤΗ ΟΙΚΟΝΟΜΙΚΟ,Piece,6.000 ,F310 CLEANING TOOLS
F3100039,ΚΟΝΤΑΡΙ ΣΚΟΥΠΑΣ ΞΥΛΙΝΟ,Piece,10.000 ,F310 CLEANING TOOLS
F3100191,ΣΚΟΥΠΑ ΣΚΛΗΡΗ ΧΑΛΙΩΝ Ν103,Piece,11.000 ,F310 CLEANING TOOLS
F3100035,ΥΑΛΟΚΑΘΑΡΙΣΤΗΡΑΣ INOX 35cm,Piece,5.000 ,F310 CLEANING TOOLS
F3100268,ΨΕΚΑΣΤΗΡΑΣ (500ML),Piece,12.000 ,F310 CLEANING TOOLS
F31100401,ΑΠΟΡΡΥΠΑΝΤΙΚΟ ΠΛΥΝΤΗΡΙΟΥ ΠΙΑΤΩΝ WINTERHALTER A140E CRUST CRACKER (10L),Container,0.900 ,F311 DETERGENTS
F31100399,ΑΠΟΡΡΥΠΑΝΤΙΚΟ ΠΛΥΝΤΗΡΙΟΥ ΠΙΑΤΩΝ WINTERHALTER B 220 E SPECIAL RINSE AID (10L),Container,1.900 ,F311 DETERGENTS
F31100398,ΑΠΟΡΡΥΠΑΝΤΙΚΟ ΠΛΥΝΤΗΡΙΟΥ ΠΙΑΤΩΝ WINTERHALTER F420E SPECIAL BISTRO DETERGENT (9.9L),Container,2.000 ,F311 DETERGENTS
F3110071,ΑΠΟΣΜΙΝΗ (425G),Piece,10.000 ,F311 DETERGENTS
F3110279,ΓΥΑΛΙΣΤΙΚΟ ΑΦΑΛΑΤΙΚΟ ΦΟΥΡΝΟΥ ΑΜΠΟΥΛΑ RATIONAL 150TABS,Container,0.100 ,F311 DETERGENTS
F3110306,ΚΑΘΑΡΙΣΤΙΚΟ ΦΟΥΡΝΟΥ RATIONAL 100TABS,Container,0.900 ,F311 DETERGENTS
F31100400,ΤΑΜΠΛΕΤΕΣ ΠΛΥΝΤΗΡΙΟΥ ΠΙΑΤΩΝ WINTERHALTER A15 MC CLEANING 25 TEMAXIA,Container,1.700 ,F311 DETERGENTS
F3130077,ECOLAB ΕΚΤΟΣ COPPER SHINE (HOUSEKEEPING) (500ML),Container,2.000 ,F313 CHEMICAL CLEANING SUPPLIES
F3130007,ECOLAB ΕΚΤΟΣ EPICARE DES (KITCHEN) (6*500ML),Container,18.000 ,F313 CHEMICAL CLEANING SUPPLIES
F3130001,ECOLAB ΕΝΤΟΣ ACTI (KITCHEN) (4*5L),Container,8.000 ,F313 CHEMICAL CLEANING SUPPLIES
F3130026,ECOLAB ΕΝΤΟΣ APEX POWER NC ECOLABEL (KITCHEN) (4*3KG),Container,6.900 ,F313 CHEMICAL CLEANING SUPPLIES
F31300145,ECOLAB ΕΝΤΟΣ ASSERT CLEAN ECOLABEL (KITCHEN) (2*5L),Container,34.000 ,F313 CHEMICAL CLEANING SUPPLIES
F3130003,ECOLAB ΕΝΤΟΣ CHROMOL (KITCHEN) (6*500ML),Container,4.000 ,F313 CHEMICAL CLEANING SUPPLIES
F3130103,ECOLAB ΕΝΤΟΣ KITCHEN PRO DES (KITCHEN) (2*2L),Container,7.000 ,F313 CHEMICAL CLEANING SUPPLIES
F3130093,ECOLAB ΕΝΤΟΣ KITCHEN PRO GREASELIFT (KITCHEN) (2*2L),Container,2.000 ,F313 CHEMICAL CLEANING SUPPLIES
F31300225,ECOLAB ΕΝΤΟΣ RENOLIT CLEAN S ECOLABEL (KITCHEN) (2*5L),Container,16.200 ,F313 CHEMICAL CLEANING SUPPLIES
F31300305,ECOLAB ΕΝΤΟΣ SMARTPOWER POWER CLEAN (KITCHEN) (4*2.9KG),Container,4.000 ,F313 CHEMICAL CLEANING SUPPLIES
F3130014,ECOLAB ΕΝΤΟΣ STRIP-A-WAY ΑΦΑΛΑΤΙΚΟ (KITCHEN) (2*5L),Container,8.000 ,F313 CHEMICAL CLEANING SUPPLIES
F31300226,ECOLAB ΕΝΤΟΣ TOPMATIC CLEAN ECOLABEL (KITCHEN) (4*5L),Container,4.000 ,F313 CHEMICAL CLEANING SUPPLIES
F31300227,ECOLAB ΕΝΤΟΣ TOPRINSE CLEAN ECOLABEL (KITCHEN) (2*5L),Container,8.000 ,F313 CHEMICAL CLEANING SUPPLIES
F3210001,ΜΕΙΓΜΑ ΠΡΟΠΑΝΙΟ ΑΝΑ ΛΙΤΡΟ,Liter,"3,380.000 ",F321 PROPANE
F3210007,ΦΙΑΛΗ ΠΡΟΠΑΝΙΟΥ MAP-PRO ΚΙΤΡΙΝΗ 16OZ (473ML),CAN,9.000 ,F321 PROPANE
F3230001,ΕΥΡΩΠΑΛΕΤΑ,Pallet,2.000 ,F323 EMPTY CASES
F3230044,ΚΕΝΗ ΦΙΑΛΗ ΝΕΡΟΥ ΖΑΓΟΡΙ ΓΥΑΛΙΝΟ (500ML),Bottles,"2,880.000 ",F323 EMPTY CASES
F1100064,ΤΡΟΦΙΜΑ ΓΕΥΣΤΙΚΗΣ ΔΟΚΙΜΗΣ 13% ΦΠΑ,Cost,"2,297.082 ",F350 FOOD TASTING
F1100143,ΤΡΟΦΙΜΑ ΓΕΥΣΤΙΚΗΣ ΔΟΚΙΜΗΣ 24% ΦΠΑ,Cost,64.000 ,F350 FOOD TASTING
F3000647,ΕΣΩΤΕΡΙΚΕΣ ΔΙΑΚΙΝΗΣΕΙΣ SUPER MARKET,Cost,75.000 ,F351 F&B EXPENSES
